episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
88912720,2026-07-30T03:37:51.7300421,1183.323377,1161.342879,2366.646754,2,4308432
88913434,2026-07-30T03:45:50.1169845,1183.161303,1175.484983,2366.322605,2,7026111
88915711,2026-07-30T04:05:50.5779330,1183.037608,1178.705596,2366.075217,2,3950523
88968889,2026-07-30T11:54:06.8884909,1183.034723,1174.340532,2366.069447,2,4283893
88897634,2026-07-30T01:25:32.7143157,1182.793704,1168.661430,2365.587408,2,3314602
88890308,2026-07-30T00:21:34.1531997,1182.570008,1145.861590,2365.140017,2,8805371
88970022,2026-07-30T12:02:06.9349316,1182.521946,1180.159609,2365.043891,2,4827688
88936378,2026-07-30T07:06:13.7410266,1182.501061,1173.043926,2365.002122,2,7465084
88939971,2026-07-30T07:38:08.9024017,1182.387463,1165.577516,2364.774925,2,5934856
88968460,2026-07-30T11:50:12.0826948,1182.297202,1178.695763,2364.594404,2,2816552
88913626,2026-07-30T03:45:50.5379077,1182.063577,1169.314676,2364.127153,2,3137175
89027892,2026-07-30T20:48:44.9715437,1181.913742,1177.368287,2363.827485,2,7446331
88893988,2026-07-30T00:53:31.1734081,1181.761035,1172.644323,2363.522070,2,3901347
88894893,2026-07-30T01:01:29.3137424,1181.756041,1179.629755,2363.512081,2,1647868
88947205,2026-07-30T08:42:11.2637686,1181.702113,1170.628089,2363.404225,2,5153764
89002950,2026-07-30T16:57:26.6968507,1181.591397,1169.525822,2363.182794,2,5067487
88897185,2026-07-30T01:21:33.3458242,1181.545658,1180.994963,2363.091316,2,2887043
88896204,2026-07-30T01:13:30.8736014,1181.450432,1148.493589,2362.900863,2,5780890
88894033,2026-07-30T00:53:31.2553406,1181.449920,1149.001198,2362.899840,2,3992443
88896738,2026-07-30T01:17:31.5017578,1181.441039,1177.260697,2362.882077,2,5766456
88902716,2026-07-30T02:09:49.5465698,1181.016465,1164.525211,2362.032929,2,5007400
88970351,2026-07-30T12:06:06.9937020,1180.839892,1179.246047,2361.679785,2,5369073
88943532,2026-07-30T08:10:09.6392254,1180.588578,1165.593701,2361.177157,2,3431386
88918176,2026-07-30T04:25:49.3897224,1180.501946,1162.159812,2361.003892,2,6272681
88921752,2026-07-30T04:58:12.4434422,1180.462615,1154.184832,2360.925230,2,4611609
89028910,2026-07-30T20:56:45.9753471,1180.309628,1172.783892,2360.619255,2,6876353
88892592,2026-07-30T00:41:34.0410831,1180.289552,1160.850627,2360.579105,2,6483622
88971910,2026-07-30T12:18:07.9491530,1180.275295,1179.170041,2360.550590,2,5672591
89034406,2026-07-30T21:47:31.7782960,1179.833952,1174.138165,2359.667904,2,6389139
88965803,2026-07-30T11:26:08.2306411,1179.830704,1175.424104,2359.661407,2,6238758
88939464,2026-07-30T07:34:08.9289774,1179.825458,1155.212488,2359.650916,2,4727777
88900332,2026-07-30T01:49:49.8476348,1179.813242,1151.951667,2359.626484,2,4791373
88897183,2026-07-30T01:21:33.3439307,1179.127830,1172.830423,2358.255660,2,4864347
88922185,2026-07-30T05:02:15.6699765,1179.005427,1151.297587,2358.010854,2,5903503
88924095,2026-07-30T05:18:13.1275243,1179.005427,1156.738344,2358.010854,2,4529293
88921961,2026-07-30T05:02:14.9521989,1178.915192,1142.971498,2357.830383,2,5524698
88914016,2026-07-30T03:49:52.9707026,1178.888162,1148.812323,2357.776323,2,4649699
88918085,2026-07-30T04:25:49.1890513,1178.682916,1167.012966,2357.365833,2,6624873
89033035,2026-07-30T21:35:32.3135463,1178.671133,1170.967790,2357.342265,2,6893230
88908124,2026-07-30T02:57:48.7208477,1178.372634,1155.355984,2356.745268,2,4442846
88969354,2026-07-30T11:58:06.5680104,1177.851111,1170.405932,2355.702221,2,3781331
88971318,2026-07-30T12:14:07.1890516,1177.756704,1174.003696,2355.513408,2,4966692
88898474,2026-07-30T01:33:48.7218296,1177.546172,1154.264059,2355.092344,2,5282280
88968159,2026-07-30T11:46:06.5679723,1176.646231,1173.580734,2353.292462,2,3344242
88972690,2026-07-30T12:26:06.3989348,1176.619929,1170.676665,2353.239858,2,5467904
88899525,2026-07-30T01:41:49.3306158,1176.445426,1158.274701,2352.890852,2,3400405
88941809,2026-07-30T07:54:08.3180873,1176.261623,1160.418440,2352.523246,2,3512631
88964563,2026-07-30T11:14:07.9600909,1176.209142,1172.868847,2352.418285,2,6464410
88943590,2026-07-30T08:10:09.7576057,1176.052724,1165.773206,2352.105447,2,6014379
88896748,2026-07-30T01:17:31.5215722,1176.006689,1150.028149,2352.013378,2,5004084
88899480,2026-07-30T01:41:49.2635455,1175.833264,1154.191673,2351.666528,2,6554328
88930361,2026-07-30T06:14:14.8157848,1175.828565,1149.038612,2351.657131,2,6901024
88909526,2026-07-30T03:09:52.5239159,1175.579465,1165.393594,2351.158930,2,3258896
88909494,2026-07-30T03:09:52.3956085,1175.579465,1160.390891,2351.158930,2,377578
88970363,2026-07-30T12:06:07.0050887,1175.531901,1173.224267,2351.063802,2,827294
88969504,2026-07-30T11:58:06.9561558,1175.077621,1170.995651,2350.155242,2,5587234
88894890,2026-07-30T01:01:29.3131086,1174.972976,1131.214028,2349.945953,2,4658657
88891174,2026-07-30T00:29:32.2093000,1174.878267,1157.484738,2349.756534,2,6205638
88931688,2026-07-30T06:26:12.3308274,1174.865180,1145.360795,2349.730360,2,5288219
88967551,2026-07-30T11:42:06.4126172,1174.457931,1168.810822,2348.915862,2,5229973
88960324,2026-07-30T10:38:08.5532443,1174.409335,1170.026844,2348.818671,2,3317608
88921476,2026-07-30T04:58:11.5386967,1174.383018,1157.963322,2348.766036,2,4742345
88953677,2026-07-30T09:38:09.3200163,1174.281438,1171.662484,2348.562877,2,4826027
88971441,2026-07-30T12:14:07.3410368,1174.261214,1171.749205,2348.522427,2,3985024
88888433,2026-07-30T00:05:26.3527290,1173.858955,1150.657440,2347.717911,2,5906783
88909746,2026-07-30T03:13:48.0438143,1173.850346,1157.110641,2347.700692,2,4907037
88930732,2026-07-30T06:18:13.8166122,1173.758861,1149.428169,2347.517721,2,2262624
88969397,2026-07-30T11:58:06.6778983,1173.747259,1166.204019,2347.494518,2,2741746
88973173,2026-07-30T12:30:16.1339848,1173.533557,1169.296576,2347.067114,2,3119215
88973717,2026-07-30T12:34:06.5642606,1173.533557,1173.138748,2347.067114,2,3690647
89030757,2026-07-30T21:12:42.7269538,1173.387275,1161.689643,2346.774549,2,5107089
88966787,2026-07-30T11:34:08.1674774,1173.299996,1169.006681,2346.599991,2,4401100
88905219,2026-07-30T02:33:47.3144815,1172.917854,1159.237550,2345.835708,2,6806429
88935878,2026-07-30T07:02:12.9222333,1172.896139,1151.744475,2345.792278,2,3153788
88904326,2026-07-30T02:25:48.1313880,1172.809071,1145.715695,2345.618142,2,5724826
88912056,2026-07-30T03:33:50.3717909,1172.657001,1160.453742,2345.314002,2,3749104
88940409,2026-07-30T07:42:09.7341320,1172.653269,1151.508558,2345.306538,2,5384599
88926332,2026-07-30T05:38:14.8240500,1172.584568,1145.081702,2345.169136,2,4009964
88912126,2026-07-30T03:33:50.6180594,1172.571695,1161.125383,2345.143389,2,6139271
88890333,2026-07-30T00:21:34.2430130,1172.462162,1149.087783,2344.924324,2,3923153
88937655,2026-07-30T07:18:07.4772533,1172.422650,1160.336497,2344.845300,2,4684517
88959756,2026-07-30T10:34:07.4678278,1172.351113,1167.881351,2344.702226,2,6558704
88899923,2026-07-30T01:45:48.8209403,1172.315389,1159.295763,2344.630778,2,1921329
88971893,2026-07-30T12:18:07.9235451,1172.284990,1160.792613,2344.569981,2,4837034
88937660,2026-07-30T07:18:07.5120584,1172.185282,1155.265899,2344.370563,2,2922281
88896752,2026-07-30T01:17:31.5297724,1172.149232,1148.168158,2344.298465,2,3854311
88994553,2026-07-30T15:41:23.2269155,1171.936315,1165.213728,2343.872630,2,6079863
88916666,2026-07-30T04:13:50.9958917,1171.896664,1166.191415,2343.793327,2,7703631
88897216,2026-07-30T01:21:33.4150050,1171.895028,1146.285130,2343.790055,2,4454058
88892158,2026-07-30T00:37:30.8371105,1171.846514,1157.360961,2343.693028,2,4892718
88894892,2026-07-30T01:01:29.3133037,1171.653173,1148.382997,2343.306346,2,1831660
88967042,2026-07-30T11:38:07.8162310,1171.560997,1155.882366,2343.121993,2,2587074
88932663,2026-07-30T06:34:12.3598074,1171.466555,1150.238972,2342.933110,2,4666259
88925353,2026-07-30T05:30:17.0140218,1171.462069,1162.904478,2342.924139,2,3109240
89031664,2026-07-30T21:23:28.9006704,1171.386093,1145.498757,2342.772185,2,3552530
88895320,2026-07-30T01:05:31.7691358,1171.316449,1122.385013,2342.632897,2,6331527
88968021,2026-07-30T11:46:06.0157484,1171.303679,1162.909178,2342.607359,2,4156602
88946385,2026-07-30T08:34:08.4340965,1171.244359,1166.206950,2342.488718,2,7964163
88933421,2026-07-30T06:42:12.2410801,1171.179535,1155.441129,2342.359070,2,5216799
88933196,2026-07-30T06:38:12.6438520,1171.159148,1150.733803,2342.318295,2,3499745
89035773,2026-07-30T22:00:01.3940640,1171.109957,1155.367763,2342.219914,2,4599160
88899042,2026-07-30T01:37:49.8711533,1171.062266,1145.427266,2342.124533,2,5515704
88889749,2026-07-30T00:17:31.6236276,1170.925547,1157.022867,2341.851095,2,3518548
88932991,2026-07-30T06:38:12.3491337,1170.877239,1149.634380,2341.754477,2,6710767
89027980,2026-07-30T20:48:45.1263855,1170.869808,1157.348202,2341.739616,2,3786879
88935867,2026-07-30T07:02:12.9146494,1170.799663,1137.612587,2341.599326,2,4847389
88944556,2026-07-30T08:18:07.8450510,1170.629729,1147.626564,2341.259458,2,470832
89027439,2026-07-30T20:44:43.8071185,1170.398985,1145.095608,2340.797969,2,5749169
88939492,2026-07-30T07:34:08.9589350,1170.279770,1159.043433,2340.559539,2,2122284
88890280,2026-07-30T00:21:34.0472408,1170.274124,1152.957977,2340.548248,2,5287667
89032591,2026-07-30T21:31:31.7716122,1170.132570,1148.295514,2340.265140,2,4396466
88897640,2026-07-30T01:25:32.7151915,1170.077675,1159.738287,2340.155350,2,4138149
88889250,2026-07-30T00:13:28.2258059,1170.016823,1149.920009,2340.033646,2,5450743
88929054,2026-07-30T06:02:14.6468533,1169.999864,1138.262390,2339.999729,2,7076106
88970441,2026-07-30T12:06:07.1157569,1169.809404,1162.014751,2339.618808,2,4818598
88888911,2026-07-30T00:09:27.4473364,1169.779868,1152.910280,2339.559737,2,3205160
88894462,2026-07-30T00:57:29.8327328,1169.379463,1121.723725,2338.758926,2,4284875
88995009,2026-07-30T15:45:23.2447354,1169.319990,1167.487419,2338.639981,2,3881701
88887926,2026-07-30T00:01:26.0069004,1169.178006,1153.815983,2338.356013,2,4117413
88912518,2026-07-30T03:37:51.1563966,1169.172914,1165.257470,2338.345829,2,4821473
88932685,2026-07-30T06:34:12.3831922,1168.939291,1154.177645,2337.878582,2,4451630
89016958,2026-07-30T19:07:57.5877456,1168.885588,1158.060974,2337.771175,2,7331207
88933964,2026-07-30T06:46:12.6838311,1168.825872,1146.820021,2337.651744,2,4645171
88902473,2026-07-30T02:09:49.0588294,1168.773052,1154.086599,2337.546104,2,3116019
88996371,2026-07-30T15:57:25.1179971,1168.700143,1167.430204,2337.400287,2,4886477
88893935,2026-07-30T00:53:31.0584212,1168.646766,1140.440137,2337.293532,2,3490449
88966378,2026-07-30T11:30:10.4514537,1168.595892,1155.823449,2337.191783,2,5386418
88974023,2026-07-30T12:38:06.1141418,1168.581519,1158.917546,2337.163037,2,2426631
88899381,2026-07-30T01:41:49.0514008,1168.531609,1143.513786,2337.063219,2,4687663
88897181,2026-07-30T01:21:33.3412723,1168.381287,1133.693058,2336.762574,2,6613931
88898921,2026-07-30T01:37:49.5754105,1168.344587,1137.597166,2336.689175,2,6588376
88968177,2026-07-30T11:46:06.6036800,1168.335535,1166.929393,2336.671071,2,8683322
88898131,2026-07-30T01:29:44.8012196,1168.284254,1165.051903,2336.568509,2,3354517
89019283,2026-07-30T19:27:57.7611402,1168.153213,1153.879219,2336.306426,2,7012800
88893048,2026-07-30T00:45:30.2204973,1168.151736,1148.902466,2336.303472,2,6060952
88934473,2026-07-30T06:50:13.4364938,1167.913051,1146.344789,2335.826102,2,5288704
88969975,2026-07-30T12:02:06.8604131,1167.680598,1166.394541,2335.361196,2,6232690
88969982,2026-07-30T12:02:06.8762909,1167.648616,1157.448909,2335.297233,2,2868380
88969452,2026-07-30T11:58:06.9090649,1167.456971,1165.183083,2334.913942,2,2503010
88936336,2026-07-30T07:06:13.7319151,1167.426016,1137.150283,2334.852032,2,533956
88940786,2026-07-30T07:46:08.1060944,1167.353206,1141.139839,2334.706412,2,3093558
88923906,2026-07-30T05:18:12.7230085,1167.143785,1161.581840,2334.287570,2,6952360
88965246,2026-07-30T11:22:07.9757332,1167.058522,1157.196037,2334.117044,2,4094273
88896314,2026-07-30T01:13:31.0630223,1167.009910,1147.718251,2334.019820,2,1468707
88892839,2026-07-30T00:45:29.6264583,1166.868591,1137.042375,2333.737181,2,2937895
88961558,2026-07-30T10:50:09.9628355,1166.804469,1153.273378,2333.608939,2,3432464
88973134,2026-07-30T12:30:16.0513101,1166.765032,1165.001364,2333.530064,2,7564112
88973697,2026-07-30T12:34:06.5500988,1166.765032,1163.979021,2333.530064,2,6326739
88894464,2026-07-30T00:57:29.8356886,1166.724973,1147.887090,2333.449947,2,3571766
88894283,2026-07-30T00:57:29.5454531,1166.663946,1132.926744,2333.327893,2,4160390
89032125,2026-07-30T21:27:41.2279374,1166.580033,1153.458818,2333.160066,2,5550545
88996831,2026-07-30T16:01:23.3023523,1166.512737,1163.269979,2333.025473,2,3065078
88902745,2026-07-30T02:09:49.6153033,1166.481184,1144.884274,2332.962368,2,6702884
88891334,2026-07-30T00:29:33.2256149,1166.438734,1153.468843,2332.877467,2,3589515
88891678,2026-07-30T00:33:32.2444336,1166.238971,1144.379546,2332.477942,2,6833982
88993330,2026-07-30T15:29:25.4066314,1166.186402,1162.732744,2332.372805,2,3113678
89016511,2026-07-30T19:03:57.6984230,1166.162981,1162.360405,2332.325963,2,7708241
88908360,2026-07-30T03:01:49.6391814,1166.121120,1138.590601,2332.242239,2,4247378
88897190,2026-07-30T01:21:33.3514383,1166.100024,1154.730113,2332.200048,2,3287779
88898110,2026-07-30T01:29:44.7263545,1166.045945,1142.422833,2332.091890,2,4220036
88914234,2026-07-30T03:53:50.0938159,1165.985101,1126.063256,2331.970203,2,5085125
88913886,2026-07-30T03:49:52.5162238,1165.800215,1132.877965,2331.600430,2,9725872
88967196,2026-07-30T11:38:08.0176401,1165.618453,1163.961422,2331.236907,2,7765651
88956846,2026-07-30T10:06:08.3162766,1165.577844,1159.355222,2331.155687,2,745650
88896749,2026-07-30T01:17:31.5200573,1165.402217,1149.685150,2330.804435,2,3416447
89030286,2026-07-30T21:08:43.8246366,1165.317881,1147.007087,2330.635761,2,4890901
88902919,2026-07-30T02:13:48.3105073,1165.304167,1135.703692,2330.608333,2,4923946
88896734,2026-07-30T01:17:31.4939573,1165.272208,1144.223746,2330.544415,2,4065509
88978229,2026-07-30T13:14:08.2601760,1165.110262,1159.243878,2330.220524,2,5962411
89029847,2026-07-30T21:04:43.6004873,1165.090665,1141.255043,2330.181329,2,8028573
88894057,2026-07-30T00:53:31.3119064,1164.825669,1143.109020,2329.651338,2,5419463
88930355,2026-07-30T06:14:14.7579485,1164.820207,1135.390735,2329.640414,2,5702237
88895818,2026-07-30T01:09:33.9860825,1164.748502,1145.627411,2329.497004,2,4161912
88928563,2026-07-30T05:58:14.6132793,1164.743697,1133.630305,2329.487395,2,5380640
88928172,2026-07-30T05:54:16.0401095,1164.677123,1135.899136,2329.354245,2,3083823
88911136,2026-07-30T03:25:50.5431026,1164.623993,1140.452099,2329.247987,2,5531651
89031600,2026-07-30T21:23:28.7122275,1164.479012,1146.846889,2328.958024,2,6216793
88892497,2026-07-30T00:41:33.7886481,1164.422282,1135.908025,2328.844564,2,3939120
88960867,2026-07-30T10:42:07.9978837,1164.384487,1154.957442,2328.768974,2,5060947
88966544,2026-07-30T11:34:07.7110711,1164.327565,1155.150198,2328.655129,2,5556967
89034408,2026-07-30T21:47:31.7826255,1164.146946,1149.705095,2328.293892,2,5440827
88934440,2026-07-30T06:50:13.3730581,1164.146485,1131.869836,2328.292969,2,3226098
88902272,2026-07-30T02:05:48.6930723,1164.059019,1125.380872,2328.118038,2,5484849
88889404,2026-07-30T00:13:28.6697581,1164.016251,1134.249185,2328.032501,2,5361416
88965169,2026-07-30T11:22:07.7846918,1163.893874,1150.079866,2327.787748,2,3443667
88922168,2026-07-30T05:02:15.5044469,1163.802988,1145.654714,2327.605976,2,4578867
88894898,2026-07-30T01:01:29.3205293,1163.758422,1143.904309,2327.516844,2,4280214
88969026,2026-07-30T11:54:07.1133736,1163.606840,1156.621413,2327.213681,2,4933969
88937645,2026-07-30T07:18:07.4692127,1163.590463,1128.186914,2327.180926,2,6439593
88896688,2026-07-30T01:17:31.3481216,1163.499332,1144.483766,2326.998664,2,3197261
88892571,2026-07-30T00:41:34.0022809,1163.491156,1141.344347,2326.982313,2,6417278
88967143,2026-07-30T11:38:07.9475181,1163.299170,1161.531691,2326.598339,2,5117109
88963811,2026-07-30T11:10:12.8902732,1163.295934,1149.853820,2326.591867,2,4230202
88938473,2026-07-30T07:26:08.0077961,1163.127815,1133.477003,2326.255630,2,3879406
88892149,2026-07-30T00:37:30.8274436,1162.995251,1132.065362,2325.990503,2,4302552
89026519,2026-07-30T20:36:43.9398324,1162.910343,1144.057523,2325.820685,2,3576777
88890760,2026-07-30T00:25:33.9762625,1162.880428,1145.039922,2325.760856,2,3949629
88898104,2026-07-30T01:29:44.6827775,1162.822798,1154.135007,2325.645596,2,3456405
88898148,2026-07-30T01:29:44.8368655,1162.822798,1158.484806,2325.645596,2,5978810
88968160,2026-07-30T11:46:06.5674897,1162.570259,1161.028456,2325.140518,2,6008680
89033488,2026-07-30T21:39:31.6746843,1162.441990,1143.816634,2324.883981,2,5397261
89030306,2026-07-30T21:08:43.8843551,1162.441859,1137.436493,2324.883718,2,6879147
89029265,2026-07-30T21:00:42.6918369,1162.409577,1148.838144,2324.819153,2,4069712
89005245,2026-07-30T17:17:26.7410884,1162.370774,1151.740344,2324.741548,2,7724422
88935838,2026-07-30T07:02:12.8474602,1162.328475,1156.589792,2324.656951,2,5840559
88923010,2026-07-30T05:10:14.2938807,1162.207005,1139.446497,2324.414010,2,4654919
88968523,2026-07-30T11:50:12.1750956,1162.056365,1159.120934,2324.112731,2,4517948
89023381,2026-07-30T20:08:43.4287056,1161.763348,1159.961715,2323.526696,2,8099745
89028448,2026-07-30T20:52:43.5089966,1161.720417,1139.994308,2323.440834,2,5679730
88896791,2026-07-30T01:17:31.6160613,1161.592654,1123.634640,2323.185307,2,4914299
88892616,2026-07-30T00:41:34.0789447,1161.544874,1132.015459,2323.089747,2,5853742
88893508,2026-07-30T00:49:32.6840441,1161.538807,1141.051878,2323.077615,2,5054983
88942743,2026-07-30T08:02:10.0389555,1161.533032,1125.429348,2323.066064,2,3457186
88900445,2026-07-30T01:49:50.0113545,1161.466090,1133.860271,2322.932180,2,3494625
88916368,2026-07-30T04:09:56.3298902,1161.459085,1139.096711,2322.918171,2,4746645
88934903,2026-07-30T06:54:12.7357815,1161.457465,1123.083853,2322.914929,2,3712985
89020213,2026-07-30T19:35:59.0188303,1161.432599,1160.842252,2322.865198,2,7940540
88971804,2026-07-30T12:18:07.5269890,1161.403682,1157.503125,2322.807363,2,7163428
89026080,2026-07-30T20:32:45.6185456,1161.401971,1149.529297,2322.803942,2,4868387
88901335,2026-07-30T01:57:49.6417173,1161.346545,1125.580001,2322.693090,2,3813953
88935726,2026-07-30T07:02:12.7293340,1161.326938,1125.718913,2322.653876,2,5655671
89036234,2026-07-30T22:04:01.8296631,1161.288826,1141.090193,2322.577651,2,4857103
89032115,2026-07-30T21:27:41.2164117,1161.251503,1149.220459,2322.503006,2,5808616
88966595,2026-07-30T11:34:07.8776233,1160.974911,1126.838850,2321.949823,2,5899774
88972155,2026-07-30T12:22:06.5506034,1160.848677,1147.638260,2321.697355,2,4116135
88934855,2026-07-30T06:54:12.6261577,1160.845313,1132.921665,2321.690626,2,6613557
89039004,2026-07-30T22:28:01.2931815,1160.779880,1155.740056,2321.559760,2,2904885
88921217,2026-07-30T04:54:12.1433145,1160.762065,1149.699050,2321.524131,2,5853784
88979959,2026-07-30T13:30:10.6792307,1160.762008,1159.523479,2321.524017,2,3217572
88961360,2026-07-30T10:46:08.2491142,1160.756048,1149.523468,2321.512096,2,5652186
88892998,2026-07-30T00:45:30.1090356,1160.729183,1114.165498,2321.458367,2,4929221
89045581,2026-07-30T23:24:35.2793747,1160.614518,1152.733215,2321.229036,2,7339127
88890750,2026-07-30T00:25:33.9299092,1160.569704,1131.015009,2321.139407,2,3060349
89029369,2026-07-30T21:00:42.8801886,1160.452222,1158.092832,2320.904443,2,5348613
88901367,2026-07-30T01:57:49.6658116,1160.441743,1129.331404,2320.883487,2,490421
89032580,2026-07-30T21:31:31.7186761,1160.384530,1148.247334,2320.769060,2,6626413
88888917,2026-07-30T00:09:27.4553666,1160.338407,1159.942633,2320.676813,2,5998538
88938098,2026-07-30T07:22:09.0120817,1160.241265,1118.189487,2320.482530,2,5235964
88936170,2026-07-30T07:06:13.4831165,1160.125648,1113.109665,2320.251296,2,1582924
88919346,2026-07-30T04:38:12.1317774,1160.112002,1137.219716,2320.224004,2,5045927
88964417,2026-07-30T11:14:07.8071934,1160.095772,1135.192993,2320.191544,2,5512246
88929487,2026-07-30T06:06:15.6826522,1159.901637,1129.683299,2319.803274,2,6496659
88960725,2026-07-30T10:42:07.6240836,1159.880983,1136.159517,2319.761967,2,6065512
